open_time,open,high,low,close,volume,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,short_mavg,long_mavg,signal,EMA10,EMA30,EMA200,ROC10,ROC30,MOM10,MOM30,RSI10,RSI30,RSI200,%K10,%D10,%K30,%D30,%K200,%D200,MA21,MA63,MA252,market_returns,strategy_returns,strategy_cumulative_returns,market_cumulative_returns
2018-03-06,11455.0,11455.0,10555.48,10716.48,29515.572363,323842216.64859617,250306,13482.297196,147874120.62232068,11237.791999999998,10596.499500000002,1.0,10873.730519938745,10498.45777414957,10152.105003181538,11.746402502606877,54.41636083049111,1021.9699999999993,2531.669999999999,51.892813754139326,49.912838120623896,53.77539875964689,59.20170827858081,82.16866975487895,81.51520912547528,90.36438529784539,46.517659030201955,49.532751372852,10791.876,9802.660333333333,8825.37545,-0.06438973284442118,-0.06438973284442118,1.1578438693833255,1.5008821305553193
2018-03-07,10716.48,10899.0,9389.31,9910.0,50647.67108,514808033.4879209,396721,24022.451231,244164771.36009568,11011.991999999998,10591.995,1.0,10698.50678904079,10460.49270637217,10149.331781870018,-4.010073614877954,29.506255766360777,320.0,2970.01,42.49859438955351,47.38321970754757,53.26567774668512,23.728813559322035,57.47267942121948,67.57673695126167,81.11792833275723,41.768541157294216,46.38229747194231,10823.876,9901.660666666667,8854.225550000001,-0.07525605422676096,-0.07525605422676096,0.9954530541361302,1.3126756093235108
2018-03-08,9910.0,10099.0,9060.0,9271.64,41109.473226,394641280.63843673,336514,20257.455838,194608716.93503922,10573.423999999999,10547.578,1.0,10439.076463760646,10383.792437099573,10139.29325590955,-12.275476296806534,22.011317278589278,-1052.3600000000006,1619.499999999999,36.66154004538132,45.495212000238546,52.86703593913067,7.986415094339601,30.305645644080826,45.764236410698864,64.95206082914528,38.00943134012653,42.0985438425409,10718.640000000001,9955.644,8880.1523,-0.06441574167507569,-0.06441574167507569,0.8669144656761565,1.1637028946950791
2018-03-09,9267.07,9410.0,8329.0,9227.0,64112.291407,567082901.1319405,462712,31166.414848,275735446.01075995,10115.823999999999,10456.9505,0.0,10218.698924895074,10309.160580792037,10128.874472970874,-10.649613237840331,18.537722153848517,-1342.0400000000009,1628.0,36.27442882136048,45.36445148122215,52.839243451823364,26.56018929310855,19.425139315590073,39.27245889812811,50.871144086696226,37.746559822114186,39.17484410651164,10584.436,10009.910666666667,8906.2073,-0.004814682192147202,-0.004814682192147202,0.8579258658440034,1.1532853528988936
2018-03-10,9230.0,9490.0,8667.07,8770.22,37180.012857,341210248.41481787,288066,17639.827276,161991786.13432977,9579.068,10376.289999999999,0.0,9955.339120368697,10209.873984465605,10113.380830671573,-19.686630036630042,0.9937908225778136,-1556.5400000000009,986.1999999999989,32.38641084024651,44.025031512932856,52.555113351405176,13.049985211475876,15.865529866308018,25.709943145427484,36.91554615141816,35.05671994761413,36.93757036995162,10428.782000000001,10042.784000000001,8929.8584,-0.049504714425056995,-0.0,0.8579258658440034,1.046687576427976
2018-03-11,8770.22,9740.0,8450.0,9533.57,44325.973386,403491260.9275316,333367,21150.206944,192897625.61146572,9342.486,10295.3185,0.0,9878.653825756208,10166.241425250262,10106.778457415985,-13.637376573965035,11.713057682347513,-1386.4300000000003,849.6499999999996,43.609399448967686,46.74343633705654,52.979770992530995,35.62762496302868,25.079266489204382,44.51407569442391,36.498825912659846,39.551858237818635,37.451712669182314,10290.139,10071.105666666666,8956.9562,0.08703886561568597,0.0,0.8579258658440034,1.2248289413499847
2018-03-12,9533.57,9888.88,8780.0,9131.34,42230.77793,395562731.8650373,336642,19369.697756,181454623.85622355,9186.753999999999,10191.836,0.0,9742.778584709626,10099.473528250131,10095.686963440685,-20.351032057276033,13.237548177800265,-1907.6599999999999,597.3600000000006,39.74675730727461,45.53793522499006,52.729832245920406,23.730848861283647,24.136153011929412,34.60566377959739,34.94322753981627,37.18324688723377,37.26394169088884,10099.373,10091.017666666665,8981.03285,-0.04219091064522518,-0.0,0.8579258658440034,1.1309613822845765
2018-03-13,9131.34,9474.0,8823.0,9150.0,40191.409358,367353984.7132836,342734,19856.457047,181534440.7752947,9162.426000000001,10127.456,0.0,9635.000660216965,10038.217117421294,10084.949020652963,-20.538428137212332,2.7743457261597215,-2314.4799999999996,1086.12,40.02059999985683,45.60525836049576,52.740227359491804,24.282756580893228,27.88041013506853,29.38647364995004,36.16873770799046,37.2931300083384,38.00941171113027,9867.925,10127.221666666666,9005.37945,0.002043511686127042,0.0,0.8579258658440034,1.1353160267719606
2018-03-14,9151.92,9333.78,7900.28,8170.0,49708.094108,426058009.75594646,399127,22883.329725,196344166.24842268,8951.026000000002,10045.404,0.0,9368.63690381388,9917.686881107798,10063.235942016998,-28.671206565392005,-4.331432452370632,-3345.0,-733.0,31.631544666105697,42.73518180438528,52.13507676000652,7.079785391052367,18.364463611076424,6.941295457996316,23.644477629181257,31.522205105737477,35.33286066710321,9533.425,10102.788333333332,9024.54225,-0.10710382513661199,-0.0,0.8579258658440034,0.9066155124291715
2018-03-15,8184.01,8430.0,7650.0,8240.98,52291.022277,422130717.47310126,400529,26414.160251,213358245.6744019,8845.178,9950.901000000002,0.0,9163.608375847718,9809.512159905315,10042.602533605996,-23.099935799814865,-12.793770152137729,-3213.0200000000004,-298.9200000000001,32.76573909203576,43.0039368311937,52.17502182106083,15.5316688567674,15.631403609571008,14.288650172509243,16.872139760151878,31.940184952254423,33.58517335544344,9212.123000000001,10092.824333333334,9044.1971,0.00868788249694008,0.0,0.8579258658440034,0.9231799639679994
